date,CD91
20140228,2.65
20140303,2.65
20140304,2.65
20140305,2.65
20140306,2.65
20140307,2.65
20140310,2.65
20140311,2.65
20140312,2.65
20140313,2.65
20140314,2.65
20140317,2.65
20140318,2.65
20140319,2.65
20140320,2.65
20140321,2.65
20140324,2.65
20140325,2.65
20140326,2.65
20140327,2.65
20140328,2.65
20140331,2.65
20140401,2.65
20140402,2.65
20140403,2.65
20140404,2.65
20140407,2.65
20140408,2.65
20140409,2.65
20140410,2.65
20140411,2.65
20140414,2.65
20140415,2.65
20140416,2.65
20140417,2.65
20140418,2.65
20140421,2.65
20140422,2.65
20140423,2.65
20140424,2.65
20140425,2.65
20140428,2.65
20140429,2.65
20140430,2.65
20140502,2.65
20140507,2.65
20140508,2.65
20140509,2.65
20140512,2.65
20140513,2.65
20140514,2.65
20140515,2.65
20140516,2.65
20140519,2.65
20140520,2.65
20140521,2.65
20140522,2.65
20140523,2.65
20140526,2.65
20140527,2.65
20140528,2.65
20140529,2.65
20140530,2.65
20140602,2.65
20140603,2.65
20140605,2.65
20140609,2.65
20140610,2.65
20140611,2.65
20140612,2.65
20140613,2.65
20140616,2.65
20140617,2.65
20140618,2.65
20140619,2.65
20140620,2.65
20140623,2.65
20140624,2.65
20140625,2.65
20140626,2.65
20140627,2.65
20140630,2.65
20140701,2.65
20140702,2.65
20140703,2.65
20140704,2.65
20140707,2.65
20140708,2.65
20140709,2.65
20140710,2.65
20140711,2.65
20140714,2.65
20140715,2.65
20140716,2.65
20140717,2.65
20140718,2.65
20140721,2.65
20140722,2.65
20140723,2.65
20140724,2.65
20140725,2.65
20140728,2.65
20140729,2.65
20140730,2.65
20140731,2.65
20140801,2.65
20140804,2.65
20140805,2.65
20140806,2.65
20140807,2.65
20140808,2.65
20140811,2.63
20140812,2.62
20140813,2.61
20140814,2.46
20140818,2.43
20140819,2.42
20140820,2.42
20140821,2.42
20140822,2.41
20140825,2.41
20140826,2.4
20140827,2.4
20140828,2.4
20140829,2.4
20140901,2.4
20140902,2.36
20140903,2.36
20140904,2.35
20140905,2.35
20140911,2.35
20140912,2.35
20140915,2.35
20140916,2.35
20140917,2.35
20140918,2.35
20140919,2.35
20140922,2.35
20140923,2.35
20140924,2.35
20140925,2.35
20140926,2.35
20140929,2.35
20140930,2.35
20141001,2.35
20141002,2.35
20141006,2.35
20141007,2.31
20141008,2.3
20141010,2.29
20141013,2.28
20141014,2.28
20141015,2.18
20141016,2.17
20141017,2.17
20141020,2.16
20141021,2.15
20141022,2.15
20141023,2.14
20141024,2.14
20141027,2.14
20141028,2.14
20141029,2.14
20141030,2.14
20141031,2.14
20141103,2.14
20141104,2.14
20141105,2.14
20141106,2.14
20141107,2.14
20141110,2.14
20141111,2.14
20141112,2.14
20141113,2.14
20141114,2.14
20141117,2.14
20141118,2.14
20141119,2.14
20141120,2.14
20141121,2.14
20141124,2.14
20141125,2.13
20141126,2.13
20141127,2.13
20141128,2.13
20141201,2.13
20141202,2.13
20141203,2.13
20141204,2.13
20141205,2.13
20141208,2.13
20141209,2.13
20141210,2.13
20141211,2.13
20141212,2.13
20141215,2.13
20141216,2.13
20141217,2.13
20141218,2.13
20141219,2.13
20141222,2.13
20141223,2.13
20141224,2.13
20141226,2.13
20141229,2.13
20141230,2.13
20150102,2.13
20150105,2.13
20150106,2.13
20150107,2.13
20150108,2.13
20150109,2.13
20150112,2.13
20150113,2.13
20150114,2.13
20150115,2.13
20150116,2.13
20150119,2.13
20150120,2.13
20150121,2.13
20150122,2.13
20150123,2.13
20150126,2.13
20150127,2.13
20150128,2.12
20150129,2.12
20150130,2.12
20150202,2.12
20150203,2.12
20150204,2.12
20150205,2.12
20150206,2.12
20150209,2.12
20150210,2.12
20150211,2.12
20150212,2.12
20150213,2.12
20150216,2.12
20150217,2.12
20150223,2.12
20150224,2.1
20150225,2.1
20150226,2.1
20150227,2.1
20150302,2.1
20150303,2.1
20150304,2.1
20150305,2.1
20150306,2.1
20150309,2.1
20150310,2.1
20150311,2.1
20150312,1.91
20150313,1.9
20150316,1.89
20150317,1.88
20150318,1.87
20150319,1.87
20150320,1.86
20150323,1.86
20150324,1.86
20150325,1.86
20150326,1.86
20150327,1.86
20150330,1.85
20150331,1.85
20150401,1.85
20150402,1.85
20150403,1.85
20150406,1.85
20150407,1.83
20150408,1.83
20150409,1.82
20150410,1.8
20150413,1.8
20150414,1.8
20150415,1.8
20150416,1.8
20150417,1.8
20150420,1.8
20150421,1.8
20150422,1.8
20150423,1.8
20150424,1.8
20150427,1.8
20150428,1.8
20150429,1.8
20150430,1.8
20150504,1.8
20150506,1.8
20150507,1.8
20150508,1.8
20150511,1.8
20150512,1.8
20150513,1.8
20150514,1.8
20150515,1.8
20150518,1.8
20150519,1.8
20150520,1.8
20150521,1.8
20150522,1.8
20150526,1.8
20150527,1.8
20150528,1.8
20150529,1.8
20150601,1.8
20150602,1.8
20150603,1.8
20150604,1.8
20150605,1.8
20150608,1.8
20150609,1.8
20150610,1.8
20150611,1.65
20150612,1.65
20150615,1.65
20150616,1.65
20150617,1.65
20150618,1.65
20150619,1.65
20150622,1.65
20150623,1.65
20150624,1.65
20150625,1.65
20150626,1.65
20150629,1.65
20150630,1.65
20150701,1.65
20150702,1.65
20150703,1.65
20150706,1.65
20150707,1.65
20150708,1.65
20150709,1.65
20150710,1.65
20150713,1.65
20150714,1.65
20150715,1.65
20150716,1.65
20150717,1.65
20150720,1.65
20150721,1.65
20150722,1.65
20150723,1.65
20150724,1.65
20150727,1.64
20150728,1.64
20150729,1.64
20150730,1.64
20150731,1.64
20150803,1.64
20150804,1.64
20150805,1.64
20150806,1.64
20150807,1.64
20150810,1.64
20150811,1.64
20150812,1.64
20150813,1.64
20150817,1.64
20150818,1.64
20150819,1.64
20150820,1.64
20150821,1.64
20150824,1.64
20150825,1.64
20150826,1.64
20150827,1.64
20150828,1.64
20150831,1.63
20150901,1.63
20150902,1.61
20150903,1.61
20150904,1.6
20150907,1.6
20150908,1.6
20150909,1.6
20150910,1.6
20150911,1.6
20150914,1.6
20150915,1.6
20150916,1.6
20150917,1.6
20150918,1.6
20150921,1.6
20150922,1.6
20150923,1.6
20150924,1.6
20150925,1.6
20150930,1.59
20151001,1.59
20151002,1.59
20151005,1.59
20151006,1.59
20151007,1.59
20151008,1.59
20151012,1.59
20151013,1.58
20151014,1.57
20151015,1.57
20151016,1.57
20151019,1.57
20151020,1.57
20151021,1.57
20151022,1.57
20151023,1.57
20151026,1.57
20151027,1.57
20151028,1.57
20151029,1.57
20151030,1.57
20151102,1.57
20151103,1.57
20151104,1.57
20151105,1.57
20151106,1.57
20151109,1.57
20151110,1.57
20151111,1.57
20151112,1.58
20151113,1.58
20151116,1.58
20151117,1.58
20151118,1.58
20151119,1.58
20151120,1.58
20151123,1.59
20151124,1.59
20151125,1.59
20151126,1.62
20151127,1.62
20151130,1.66
20151201,1.67
20151202,1.67
20151203,1.67
20151204,1.67
20151207,1.67
20151208,1.67
20151209,1.67
20151210,1.67
20151211,1.67
20151214,1.67
20151215,1.67
20151216,1.67
20151217,1.67
20151218,1.67
20151221,1.67
20151222,1.67
20151223,1.67
20151224,1.67
20151228,1.67
20151229,1.67
20151230,1.67
20160104,1.67
20160105,1.67
20160106,1.67
20160107,1.67
20160108,1.67
20160111,1.67
20160112,1.67
20160113,1.67
20160114,1.67
20160115,1.67
20160118,1.67
20160119,1.67
20160120,1.67
20160121,1.67
20160122,1.67
20160125,1.65
20160126,1.65
20160127,1.65
20160128,1.65
20160129,1.65
20160201,1.65
20160202,1.65
20160203,1.65
20160204,1.65
20160205,1.65
20160211,1.64
20160212,1.64
20160215,1.64
20160216,1.63
20160217,1.63
20160218,1.63
20160219,1.63
20160222,1.63
20160223,1.63
20160224,1.63
20160225,1.63
20160226,1.63
20160229,1.63
20160302,1.63
20160303,1.63
20160304,1.63
20160307,1.63
20160308,1.63
20160309,1.63
20160310,1.63
20160311,1.63
20160314,1.63
20160315,1.63
20160316,1.63
20160317,1.63
20160318,1.63
20160321,1.63
20160322,1.63
20160323,1.63
20160324,1.63
20160325,1.63
20160328,1.61
20160329,1.61
20160330,1.61
20160331,1.61
20160401,1.61
20160404,1.61
20160405,1.61
20160406,1.61
20160407,1.61
20160408,1.61
20160411,1.61
20160412,1.61
20160414,1.61
20160415,1.61
20160418,1.61
20160419,1.61
20160420,1.61
20160421,1.61
20160422,1.61
20160425,1.61
20160426,1.61
20160427,1.61
20160428,1.61
20160429,1.61
20160502,1.61
20160503,1.61
20160504,1.61
20160509,1.61
20160510,1.6
20160511,1.6
20160512,1.6
20160513,1.6
20160516,1.58
20160517,1.58
20160518,1.58
20160519,1.56
20160520,1.56
20160523,1.56
20160524,1.56
20160525,1.56
20160526,1.56
20160527,1.56
20160530,1.56
20160531,1.56
20160601,1.56
20160602,1.56
20160603,1.56
20160607,1.56
20160608,1.56
20160609,1.39
20160610,1.39
20160613,1.39
20160614,1.39
20160615,1.39
20160616,1.39
20160617,1.39
20160620,1.39
20160621,1.39
20160622,1.39
20160623,1.39
20160624,1.37
20160627,1.37
20160628,1.37
20160629,1.37
20160630,1.37
20160701,1.37
20160704,1.37
20160705,1.37
20160706,1.37
20160707,1.36
20160708,1.36
20160711,1.36
20160712,1.36
20160713,1.36
20160714,1.36
20160715,1.36
20160718,1.36
20160719,1.36
20160720,1.36
20160721,1.36
20160722,1.36
20160725,1.36
20160726,1.36
20160727,1.36
20160728,1.36
20160729,1.36
20160801,1.36
20160802,1.36
20160803,1.36
20160804,1.36
20160805,1.36
20160808,1.36
20160809,1.36
20160810,1.36
20160811,1.35
20160812,1.35
20160816,1.35
20160817,1.35
20160818,1.34
20160819,1.34
20160822,1.34
20160823,1.34
20160824,1.34
20160825,1.34
20160826,1.34
20160829,1.34
20160830,1.34
20160831,1.34
20160901,1.34
20160902,1.34
20160905,1.34
20160906,1.34
20160907,1.34
20160908,1.34
20160909,1.34
20160912,1.34
20160913,1.34
20160919,1.34
20160920,1.34
20160921,1.34
20160922,1.34
20160923,1.34
20160926,1.34
20160927,1.34
20160928,1.34
20160929,1.34
20160930,1.34
20161004,1.34
20161005,1.34
20161006,1.34
20161007,1.34
20161010,1.34
20161011,1.34
20161012,1.34
20161013,1.34
20161014,1.34
20161017,1.34
20161018,1.34
20161019,1.34
20161020,1.34
20161021,1.36
20161024,1.37
20161025,1.38
20161026,1.39
20161027,1.39
20161028,1.39
20161031,1.39
20161101,1.39
20161102,1.39
20161103,1.39
20161104,1.39
20161107,1.39
20161108,1.39
20161109,1.39
20161110,1.39
20161111,1.39
20161114,1.39
20161115,1.39
20161116,1.39
20161117,1.4
20161118,1.4
20161121,1.41
20161122,1.42
20161123,1.43
20161124,1.46
20161125,1.48
20161128,1.49
20161129,1.52
20161130,1.52
20161201,1.53
20161202,1.54
20161205,1.54
20161206,1.54
20161207,1.54
20161208,1.54
20161209,1.54
20161212,1.54
20161213,1.54
20161214,1.54
20161215,1.54
20161216,1.54
20161219,1.54
20161220,1.54
20161221,1.54
20161222,1.54
20161223,1.54
20161226,1.54
20161227,1.54
20161228,1.53
20161229,1.52
20170102,1.52
20170103,1.52
20170104,1.51
20170105,1.51
20170106,1.49
20170109,1.49
20170110,1.49
20170111,1.49
20170112,1.49
20170113,1.49
20170116,1.49
20170117,1.49
20170118,1.49
20170119,1.49
20170120,1.49
20170123,1.49
20170124,1.49
20170125,1.49
20170126,1.49
20170131,1.49
20170201,1.49
20170202,1.49
20170203,1.49
20170206,1.49
20170207,1.49
20170208,1.49
20170209,1.49
20170210,1.49
20170213,1.49
20170214,1.49
20170215,1.49
20170216,1.49
20170217,1.49
20170220,1.49
20170221,1.49
20170222,1.49
20170223,1.49
20170224,1.49
20170227,1.49
20170228,1.49
20170302,1.49
20170303,1.49
20170306,1.49
20170307,1.49
20170308,1.49
20170309,1.49
20170310,1.49
20170313,1.49
20170314,1.49
20170315,1.49
20170316,1.48
20170317,1.48
20170320,1.48
20170321,1.48
20170322,1.48
20170323,1.47
20170324,1.47
20170327,1.47
20170328,1.47
20170329,1.45
20170330,1.45
20170331,1.45
20170403,1.45
20170404,1.45
20170405,1.45
20170406,1.45
20170407,1.45
20170410,1.45
20170411,1.45
20170412,1.43
20170413,1.43
20170414,1.42
20170417,1.42
20170418,1.42
20170419,1.42
20170420,1.42
20170421,1.42
20170424,1.42
20170425,1.42
20170426,1.41
20170427,1.41
20170428,1.41
20170502,1.41
20170504,1.41
20170508,1.41
20170510,1.41
20170511,1.4
20170512,1.4
20170515,1.4
20170516,1.4
20170517,1.39
20170518,1.39
20170519,1.39
20170522,1.39
20170523,1.38
20170524,1.38
20170525,1.38
20170526,1.38
20170529,1.38
20170530,1.38
20170531,1.38
20170601,1.38
20170602,1.38
20170605,1.38
20170607,1.38
20170608,1.38
20170609,1.38
20170612,1.38
20170613,1.38
20170614,1.38
20170615,1.38
20170616,1.38
20170619,1.38
20170620,1.38
20170621,1.38
20170622,1.38
20170623,1.38
20170626,1.38
20170627,1.38
20170628,1.38
20170629,1.38
20170630,1.38
20170703,1.38
20170704,1.38
20170705,1.38
20170706,1.39
20170707,1.39
20170710,1.39
20170711,1.39
20170712,1.39
20170713,1.39
20170714,1.39
20170717,1.39
20170718,1.39
20170719,1.39
20170720,1.39
20170721,1.39
20170724,1.39
20170725,1.39
20170726,1.39
20170727,1.39
20170728,1.39
20170731,1.39
20170801,1.39
20170802,1.39
20170803,1.39
20170804,1.39
20170807,1.39
20170808,1.39
20170809,1.39
20170810,1.39
20170811,1.39
20170814,1.39
20170816,1.39
20170817,1.39
20170818,1.39
20170821,1.39
20170822,1.39
20170823,1.39
20170824,1.39
20170825,1.39
20170828,1.39
20170829,1.38
20170830,1.38
20170831,1.38
20170901,1.38
20170904,1.38
20170905,1.38
20170906,1.38
20170907,1.38
20170908,1.38
20170911,1.38
20170912,1.38
20170913,1.38
20170914,1.38
20170915,1.38
20170918,1.38
20170919,1.38
20170920,1.38
20170921,1.38
20170922,1.38
20170925,1.38
20170926,1.38
20170927,1.38
20170928,1.38
20170929,1.38
20171010,1.38
20171011,1.38
20171012,1.38
20171013,1.38
20171016,1.38
20171017,1.38
20171018,1.38
20171019,1.38
20171020,1.38
20171023,1.38
20171024,1.38
20171025,1.38
20171026,1.38
20171027,1.4
20171030,1.4
20171031,1.4
20171101,1.4
20171102,1.4
20171103,1.4
20171106,1.4
20171107,1.4
20171108,1.4
20171109,1.4
20171110,1.4
20171113,1.41
20171114,1.42
20171115,1.43
20171116,1.44
20171117,1.45
20171120,1.46
20171121,1.47
20171122,1.48
20171123,1.49
20171124,1.5
20171127,1.5
20171128,1.5
20171129,1.51
20171130,1.64
20171201,1.66
20171204,1.66
20171205,1.66
20171206,1.66
20171207,1.66
20171208,1.66
20171211,1.66
20171212,1.66
20171213,1.66
20171214,1.66
20171215,1.66
20171218,1.66
20171219,1.66
20171220,1.66
20171221,1.66
20171222,1.66
20171226,1.66
20171227,1.66
20171228,1.66
20180102,1.66
20180103,1.66
20180104,1.66
20180105,1.66
20180108,1.66
20180109,1.66
20180110,1.66
20180111,1.66
20180112,1.66
20180115,1.66
20180116,1.66
20180117,1.65
20180118,1.65
20180119,1.65
20180122,1.65
20180123,1.65
20180124,1.65
20180125,1.65
20180126,1.65
20180129,1.65
20180130,1.65
20180131,1.65
20180201,1.65
20180202,1.65
20180205,1.65
20180206,1.65
20180207,1.65
20180208,1.65
20180209,1.65
20180212,1.65
20180213,1.65
20180214,1.65
20180219,1.65
20180220,1.65
20180221,1.65
20180222,1.65
20180223,1.65
20180226,1.65
20180227,1.65
20180228,1.65
20180302,1.65
20180305,1.65
20180306,1.65
20180307,1.65
20180308,1.65
20180309,1.65
20180312,1.65
20180313,1.65
20180314,1.65
20180315,1.65
20180316,1.65
20180319,1.65
20180320,1.65
20180321,1.65
20180322,1.65
20180323,1.65
20180326,1.65
20180327,1.65
20180328,1.65
20180329,1.65
20180330,1.65
20180402,1.65
20180403,1.65
20180404,1.65
20180405,1.65
20180406,1.65
20180409,1.65
20180410,1.65
20180411,1.65
20180412,1.65
20180413,1.65
20180416,1.65
20180417,1.65
20180418,1.65
20180419,1.65
20180420,1.65
20180423,1.65
20180424,1.65
20180425,1.65
20180426,1.65
20180427,1.65
20180430,1.65
20180502,1.65
20180503,1.65
20180504,1.65
20180508,1.65
20180509,1.65
20180510,1.65
20180511,1.65
20180514,1.65
20180515,1.65
20180516,1.65
20180517,1.65
20180518,1.65
20180521,1.65
20180523,1.65
20180524,1.65
20180525,1.65
20180528,1.65
20180529,1.65
20180530,1.65
20180531,1.65
20180601,1.65
20180604,1.65
20180605,1.65
20180607,1.65
20180608,1.65
20180611,1.65
20180612,1.65
20180614,1.65
20180615,1.65
20180618,1.65
20180619,1.65
20180620,1.65
20180621,1.65
20180622,1.65
20180625,1.65
20180626,1.65
20180627,1.65
20180628,1.65
20180629,1.65
20180702,1.65
20180703,1.65
20180704,1.65
20180705,1.65
20180706,1.65
20180709,1.65
20180710,1.65
20180711,1.65
20180712,1.65
20180713,1.65
20180716,1.65
20180717,1.65
20180718,1.65
20180719,1.65
20180720,1.65
20180723,1.65
20180724,1.65
20180725,1.65
20180726,1.65
20180727,1.65
20180730,1.65
20180731,1.65
20180801,1.65
20180802,1.65
20180803,1.65
20180806,1.65
20180807,1.65
20180808,1.65
20180809,1.65
20180810,1.65
20180813,1.65
20180814,1.65
20180816,1.65
20180817,1.65
20180820,1.65
20180821,1.65
20180822,1.65
20180823,1.65
20180824,1.65
20180827,1.65
20180828,1.65
20180829,1.65
20180830,1.65
20180831,1.65
20180903,1.65
20180904,1.65
20180905,1.65
20180906,1.65
20180907,1.65
20180910,1.65
20180911,1.65
20180912,1.65
20180913,1.65
20180914,1.65
20180917,1.65
20180918,1.65
20180919,1.65
20180920,1.65
20180921,1.65
20180927,1.65
20180928,1.65
20181001,1.65
20181002,1.65
20181004,1.65
20181005,1.65
20181008,1.65
20181010,1.65
20181011,1.65
20181012,1.66
20181015,1.67
20181016,1.68
20181017,1.68
20181018,1.69
20181019,1.7
20181022,1.7
20181023,1.7
20181024,1.7
20181025,1.7
20181026,1.7
20181029,1.7
20181030,1.7
20181031,1.7
20181101,1.7
20181102,1.7
20181105,1.7
20181106,1.7
20181107,1.7
20181108,1.7
20181109,1.7
20181112,1.7
20181113,1.7
20181114,1.7
20181115,1.7
20181116,1.7
20181119,1.7
20181120,1.7
20181121,1.7
20181122,1.7
20181123,1.7
20181126,1.7
20181127,1.7
20181128,1.7
20181129,1.7
20181130,1.9
20181203,1.9
20181204,1.9
20181205,1.9
20181206,1.9
20181207,1.9
20181210,1.9
20181211,1.9
20181212,1.9
20181213,1.9
20181214,1.9
20181217,1.9
20181218,1.9
20181219,1.9
20181220,1.9
20181221,1.9
20181224,1.9
20181226,1.92
20181227,1.92
20181228,1.93
20190102,1.93
20190103,1.92
20190104,1.86
20190107,1.86
20190108,1.86
20190109,1.86
20190110,1.86
20190111,1.86
20190114,1.86
20190115,1.86
20190116,1.86
20190117,1.86
20190118,1.86
20190121,1.86
20190122,1.86
20190123,1.86
20190124,1.86
20190125,1.86
20190128,1.86
20190129,1.86
20190130,1.86
20190131,1.86
20190201,1.86
20190207,1.86
20190208,1.86
20190211,1.86
20190212,1.86
20190213,1.86
20190214,1.86
20190215,1.86
20190218,1.87
20190219,1.88
20190220,1.89
20190221,1.89
20190222,1.89
20190225,1.89
20190226,1.89
20190227,1.89
20190228,1.89
20190304,1.89
20190305,1.89
20190306,1.89
20190307,1.89
20190308,1.89
20190311,1.89
20190312,1.89
20190313,1.89
20190314,1.89
20190315,1.9
20190318,1.9
20190319,1.9
20190320,1.9
20190321,1.9
20190322,1.9
20190325,1.9
20190326,1.9
20190327,1.9
20190328,1.9
20190329,1.9
20190401,1.9
20190402,1.89
20190403,1.87
20190404,1.87
20190405,1.86
20190408,1.86
20190409,1.86
20190410,1.86
20190411,1.86
20190412,1.86
20190415,1.86
20190416,1.86
20190417,1.86
20190418,1.86
20190419,1.86
20190422,1.85
20190423,1.85
20190424,1.85
20190425,1.85
20190426,1.84
20190429,1.84
20190430,1.84
20190502,1.84
20190503,1.84
20190507,1.84
20190508,1.84
20190509,1.84
20190510,1.84
20190513,1.84
20190514,1.84
20190515,1.84
20190516,1.84
